hour_of_the_year;hour_of_the_day;day;electricity_consumption
1297;1;55;0.5079365
1298;2;55;0.5096565
1299;3;55;0.33808875
1300;4;55;0.3137475
1301;5;55;0.30811425
1302;6;55;1.35884225
1303;7;55;0.36787325
1304;8;55;0.5111265
1305;9;55;0.35854875
1306;10;55;1.591118
1307;11;55;0.74917125
1308;12;55;0.45949575
1309;13;55;0.29748875
1310;14;55;0.32979375
1311;15;55;0.32909675
1312;16;55;0.382515
1313;17;55;0.365253
1314;18;55;0.84416825
1315;19;55;1.11775575
1316;20;55;0.39199625
1317;21;55;0.4852935
1318;22;55;0.44514475
1319;23;55;1.0477145
1320;24;55;0.390369
