hour_of_the_year;hour_of_the_day;day;electricity_consumption
6769;1;283;0.2304235
6770;2;283;0.1893655
6771;3;283;0.17727125
6772;4;283;0.18514225
6773;5;283;0.23419175
6774;6;283;0.19985975
6775;7;283;0.46135925
6776;8;283;0.49209575
6777;9;283;0.2267405
6778;10;283;0.3602745
6779;11;283;0.2680165
6780;12;283;0.41278975
6781;13;283;0.39028725
6782;14;283;0.38438025
6783;15;283;0.625769
6784;16;283;0.6701315
6785;17;283;0.3745455
6786;18;283;0.32289725
6787;19;283;1.0561885
6788;20;283;1.1980075
6789;21;283;0.32139575
6790;22;283;0.4404815
6791;23;283;0.34207
6792;24;283;0.445136
