hour_of_the_year;hour_of_the_day;day;electricity_consumption
865;1;37;0.52892
866;2;37;0.417379
867;3;37;0.362661
868;4;37;0.2791795
869;5;37;0.27198575
870;6;37;0.3583075
871;7;37;0.2912265
872;8;37;0.313729
873;9;37;0.5974325
874;10;37;0.71337125
875;11;37;0.30037425
876;12;37;0.28707875
877;13;37;0.2671965
878;14;37;0.273127
879;15;37;0.2621785
880;16;37;0.368217
881;17;37;1.0027025
882;18;37;0.3983225
883;19;37;0.40319075
884;20;37;0.5273535
885;21;37;0.573389
886;22;37;0.656165
887;23;37;0.4166645
888;24;37;0.39875775
