hour_of_the_year;hour_of_the_day;day;electricity_consumption
7201;1;301;0.25773225
7202;2;301;0.21858425
7203;3;301;0.20273225
7204;4;301;0.1676295
7205;5;301;0.1892005
7206;6;301;0.25765675
7207;7;301;0.3855525
7208;8;301;0.36025425
7209;9;301;0.17238625
7210;10;301;0.18368525
7211;11;301;0.18509425
7212;12;301;0.9949045
7213;13;301;0.19806725
7214;14;301;0.95197475
7215;15;301;0.38776375
7216;16;301;0.19229525
7217;17;301;0.42278875
7218;18;301;0.7364095
7219;19;301;0.540673
7220;20;301;1.269433
7221;21;301;0.86899975
7222;22;301;0.58315875
7223;23;301;0.28769125
7224;24;301;0.26138775
