hour_of_the_year;hour_of_the_day;day;electricity_consumption
4297;1;180;0.381228
4298;2;180;0.2206815
4299;3;180;0.19705775
4300;4;180;0.194945
4301;5;180;0.19369625
4302;6;180;0.19435575
4303;7;180;0.19915775
4304;8;180;0.1926575
4305;9;180;0.18755925
4306;10;180;0.17267875
4307;11;180;0.1884665
4308;12;180;0.194985
4309;13;180;0.1957675
4310;14;180;0.194144
4311;15;180;0.19122925
4312;16;180;0.3987265
4313;17;180;0.4131345
4314;18;180;0.6110425
4315;19;180;0.22350375
4316;20;180;0.20529275
4317;21;180;0.29700475
4318;22;180;0.3109895
4319;23;180;0.53801825
4320;24;180;0.52344025
