hour_of_the_year;hour_of_the_day;day;electricity_consumption
6793;1;284;0.2366105
6794;2;284;0.18043425
6795;3;284;0.1642135
6796;4;284;0.2217455
6797;5;284;0.195833
6798;6;284;0.29234025
6799;7;284;0.31644225
6800;8;284;0.3028525
6801;9;284;0.21083875
6802;10;284;0.19072625
6803;11;284;0.1656355
6804;12;284;0.17536475
6805;13;284;0.57070925
6806;14;284;0.58973575
6807;15;284;0.82540175
6808;16;284;1.3803415
6809;17;284;0.83392125
6810;18;284;0.632448
6811;19;284;0.80806075
6812;20;284;0.737399
6813;21;284;0.87217075
6814;22;284;0.60474725
6815;23;284;0.44692675
6816;24;284;0.2781625
