hour_of_the_year;hour_of_the_day;day;electricity_consumption
3337;1;140;0.270669
3338;2;140;0.1832665
3339;3;140;0.1792945
3340;4;140;0.1860895
3341;5;140;0.18991625
3342;6;140;0.2585885
3343;7;140;0.2637495
3344;8;140;1.4641195
3345;9;140;0.6561505
3346;10;140;0.35691775
3347;11;140;0.16954425
3348;12;140;0.18554475
3349;13;140;0.301203
3350;14;140;0.763268
3351;15;140;0.95528025
3352;16;140;0.48353425
3353;17;140;0.2549695
3354;18;140;0.255928
3355;19;140;1.35259525
3356;20;140;2.00090225
3357;21;140;1.88577025
3358;22;140;1.14034
3359;23;140;0.41148575
3360;24;140;0.25302475
