hour_of_the_year;hour_of_the_day;day;electricity_consumption
529;1;23;0.28807
530;2;23;0.28963675
531;3;23;0.28110425
532;4;23;0.269392
533;5;23;0.4639745
534;6;23;0.49601825
535;7;23;0.37942375
536;8;23;0.3651525
537;9;23;0.38573875
538;10;23;0.349466
539;11;23;0.293761
540;12;23;1.07087375
541;13;23;0.69744125
542;14;23;0.6693
543;15;23;0.429689
544;16;23;0.44104
545;17;23;0.675193
546;18;23;0.62326175
547;19;23;0.61525925
548;20;23;1.30271975
549;21;23;1.404825
550;22;23;1.560387
551;23;23;0.91755475
552;24;23;0.43933825
