hour_of_the_year;hour_of_the_day;day;electricity_consumption
4057;1;170;0.44033175
4058;2;170;0.390368
4059;3;170;0.2276155
4060;4;170;0.1942565
4061;5;170;0.19483625
4062;6;170;0.19568275
4063;7;170;0.1840565
4064;8;170;0.18573525
4065;9;170;0.1989425
4066;10;170;0.6859155
4067;11;170;1.15692175
4068;12;170;0.617898
4069;13;170;1.49829675
4070;14;170;0.45407775
4071;15;170;0.66770575
4072;16;170;0.19973675
4073;17;170;0.40544525
4074;18;170;0.6665955
4075;19;170;0.44457625
4076;20;170;0.62926925
4077;21;170;0.85824075
4078;22;170;1.890652
4079;23;170;0.89460625
4080;24;170;0.444236
