hour_of_the_year;hour_of_the_day;day;electricity_consumption
1369;1;58;0.49153025
1370;2;58;0.505204
1371;3;58;0.48755675
1372;4;58;0.385252
1373;5;58;0.2924465
1374;6;58;0.30229175
1375;7;58;0.29123175
1376;8;58;0.36594725
1377;9;58;1.10655525
1378;10;58;0.27920425
1379;11;58;0.76108525
1380;12;58;0.88993475
1381;13;58;0.2697755
1382;14;58;0.26729325
1383;15;58;0.265712
1384;16;58;0.3118825
1385;17;58;0.4772445
1386;18;58;0.62288
1387;19;58;0.902723
1388;20;58;1.2349555
1389;21;58;0.690064
1390;22;58;0.55531875
1391;23;58;0.38400825
1392;24;58;0.30182275
