hour_of_the_year;hour_of_the_day;day;electricity_consumption
7129;1;298;0.42845775
7130;2;298;0.32443325
7131;3;298;0.18539775
7132;4;298;0.1834655
7133;5;298;0.196445
7134;6;298;0.19801425
7135;7;298;0.379758
7136;8;298;0.255766
7137;9;298;0.1758815
7138;10;298;0.22979075
7139;11;298;1.51100475
7140;12;298;1.3400675
7141;13;298;0.76063575
7142;14;298;0.7197405
7143;15;298;1.00078925
7144;16;298;0.28999575
7145;17;298;0.46542425
7146;18;298;0.57833075
7147;19;298;0.5106035
7148;20;298;1.327325
7149;21;298;1.00295675
7150;22;298;0.62915625
7151;23;298;0.325187
7152;24;298;0.19478075
