hour_of_the_year;hour_of_the_day;day;electricity_consumption
7105;1;297;0.197491
7106;2;297;0.19570275
7107;3;297;0.198104
7108;4;297;0.22363925
7109;5;297;0.28402725
7110;6;297;0.20490175
7111;7;297;0.3123755
7112;8;297;0.27881475
7113;9;297;0.29810375
7114;10;297;0.20873675
7115;11;297;0.1633275
7116;12;297;0.18482675
7117;13;297;0.27762775
7118;14;297;0.5388045
7119;15;297;0.33916825
7120;16;297;0.18730375
7121;17;297;0.292363
7122;18;297;0.537763
7123;19;297;0.59667975
7124;20;297;0.635501
7125;21;297;0.69108975
7126;22;297;0.45248325
7127;23;297;0.32014475
7128;24;297;0.44838175
