hour_of_the_year;hour_of_the_day;day;electricity_consumption
4249;1;178;0.19932125
4250;2;178;0.19821575
4251;3;178;0.196519
4252;4;178;0.18809975
4253;5;178;0.18921875
4254;6;178;0.192292
4255;7;178;0.1907065
4256;8;178;0.18723875
4257;9;178;0.1763635
4258;10;178;0.396628
4259;11;178;0.44375675
4260;12;178;0.7169725
4261;13;178;0.82195525
4262;14;178;0.303366
4263;15;178;0.279714
4264;16;178;0.3981815
4265;17;178;0.403695
4266;18;178;0.71320575
4267;19;178;0.81529275
4268;20;178;0.744151
4269;21;178;0.5916265
4270;22;178;0.3953715
4271;23;178;0.4194305
4272;24;178;0.422449
