hour_of_the_year;hour_of_the_day;day;electricity_consumption
6217;1;260;0.35672575
6218;2;260;0.23670675
6219;3;260;0.23115
6220;4;260;0.19104825
6221;5;260;0.17167875
6222;6;260;0.171231
6223;7;260;0.263232
6224;8;260;0.268497
6225;9;260;0.29258775
6226;10;260;0.23152625
6227;11;260;0.400599
6228;12;260;0.70564775
6229;13;260;0.38494525
6230;14;260;0.18062425
6231;15;260;0.1942845
6232;16;260;0.1828395
6233;17;260;0.277452
6234;18;260;0.325695
6235;19;260;1.0710405
6236;20;260;1.555759
6237;21;260;0.699603
6238;22;260;0.64058725
6239;23;260;0.36558425
6240;24;260;0.30948075
