hour_of_the_year;hour_of_the_day;day;electricity_consumption
7777;1;325;0.2810185
7778;2;325;0.2819595
7779;3;325;0.2746215
7780;4;325;0.27355175
7781;5;325;0.27112075
7782;6;325;0.25665075
7783;7;325;0.2829255
7784;8;325;0.40665775
7785;9;325;0.4007365
7786;10;325;0.29675775
7787;11;325;0.28728575
7788;12;325;0.3737395
7789;13;325;1.056962
7790;14;325;1.1032645
7791;15;325;0.9357955
7792;16;325;0.2718575
7793;17;325;0.2723405
7794;18;325;0.474333
7795;19;325;0.53578725
7796;20;325;0.61025375
7797;21;325;0.51043075
7798;22;325;0.5339175
7799;23;325;0.40035925
7800;24;325;0.28931425
