hour_of_the_year;hour_of_the_day;day;electricity_consumption
2233;1;94;0.253902
2234;2;94;0.3026675
2235;3;94;0.28562375
2236;4;94;0.28861825
2237;5;94;0.293974
2238;6;94;0.50153525
2239;7;94;0.54350475
2240;8;94;0.45002525
2241;9;94;0.26227675
2242;10;94;0.2852115
2243;11;94;0.378047
2244;12;94;0.282829
2245;13;94;0.3819795
2246;14;94;0.50831625
2247;15;94;0.51326025
2248;16;94;0.34173175
2249;17;94;0.29616425
2250;18;94;0.35950575
2251;19;94;0.68851475
2252;20;94;0.60518425
2253;21;94;0.76153825
2254;22;94;0.666784
2255;23;94;0.62537
2256;24;94;0.44404225
