hour_of_the_year;hour_of_the_day;day;electricity_consumption
8233;1;344;0.48248825
8234;2;344;0.2701485
8235;3;344;0.26441575
8236;4;344;0.26921275
8237;5;344;0.26673925
8238;6;344;0.28171275
8239;7;344;0.93658025
8240;8;344;1.05234775
8241;9;344;0.372008
8242;10;344;0.54339025
8243;11;344;0.697348
8244;12;344;0.312585
8245;13;344;0.2815825
8246;14;344;1.1531085
8247;15;344;0.47450875
8248;16;344;0.605865
8249;17;344;0.53193475
8250;18;344;0.47272875
8251;19;344;1.053572
8252;20;344;1.22838375
8253;21;344;0.7863545
8254;22;344;0.83001025
8255;23;344;0.69103875
8256;24;344;0.72240925
