hour_of_the_year;hour_of_the_day;day;electricity_consumption
6001;1;251;0.34307025
6002;2;251;0.19294325
6003;3;251;0.194665
6004;4;251;0.1714485
6005;5;251;0.1656335
6006;6;251;0.244354
6007;7;251;0.1975295
6008;8;251;0.1987375
6009;9;251;0.30673025
6010;10;251;0.41796775
6011;11;251;0.21265075
6012;12;251;1.40682925
6013;13;251;0.725566
6014;14;251;0.41492475
6015;15;251;0.162459
6016;16;251;0.17328825
6017;17;251;0.300706
6018;18;251;1.380749
6019;19;251;0.956817
6020;20;251;0.63142425
6021;21;251;0.31675075
6022;22;251;0.420752
6023;23;251;0.409657
6024;24;251;0.22922525
