hour_of_the_year;hour_of_the_day;day;electricity_consumption
7537;1;315;0.55990175
7538;2;315;0.3221295
7539;3;315;0.2713075
7540;4;315;0.30590825
7541;5;315;0.28574275
7542;6;315;0.321456
7543;7;315;0.44891575
7544;8;315;0.41617475
7545;9;315;0.383707
7546;10;315;0.36741225
7547;11;315;0.34570225
7548;12;315;0.36234475
7549;13;315;0.3362115
7550;14;315;0.89303275
7551;15;315;1.18499525
7552;16;315;0.68084925
7553;17;315;0.41123575
7554;18;315;0.351684
7555;19;315;0.37977875
7556;20;315;0.71760475
7557;21;315;0.80139525
7558;22;315;0.60383625
7559;23;315;0.53973025
7560;24;315;0.5789645
