hour_of_the_year;hour_of_the_day;day;electricity_consumption
5257;1;220;0.19317125
5258;2;220;0.19111175
5259;3;220;0.195823
5260;4;220;0.18953625
5261;5;220;0.20484125
5262;6;220;0.2610685
5263;7;220;0.18549525
5264;8;220;0.1601445
5265;9;220;0.18715975
5266;10;220;0.19579375
5267;11;220;0.3999775
5268;12;220;0.9004865
5269;13;220;0.2305835
5270;14;220;0.205948
5271;15;220;0.226967
5272;16;220;0.27482775
5273;17;220;0.19869275
5274;18;220;0.38197375
5275;19;220;0.88875675
5276;20;220;0.715224
5277;21;220;0.60624325
5278;22;220;0.401536
5279;23;220;0.383076
5280;24;220;0.237813
