hour_of_the_year;hour_of_the_day;day;electricity_consumption
289;1;13;0.2951165
290;2;13;0.293085
291;3;13;0.29100425
292;4;13;0.29181975
293;5;13;0.32042025
294;6;13;0.285748
295;7;13;0.37985
296;8;13;0.4218945
297;9;13;0.7320415
298;10;13;0.935599
299;11;13;0.31938025
300;12;13;0.45848075
301;13;13;0.7818705
302;14;13;0.48646225
303;15;13;0.56008925
304;16;13;0.4443045
305;17;13;0.37754675
306;18;13;0.98247825
307;19;13;0.770749
308;20;13;0.92229225
309;21;13;0.75288075
310;22;13;0.82222825
311;23;13;0.9248645
312;24;13;0.43652025
