hour_of_the_year;hour_of_the_day;day;electricity_consumption
4345;1;182;0.189652
4346;2;182;0.16516175
4347;3;182;0.178142
4348;4;182;0.209711
4349;5;182;0.1952745
4350;6;182;0.2320305
4351;7;182;0.204577
4352;8;182;0.201466
4353;9;182;0.19866575
4354;10;182;0.18865225
4355;11;182;0.1693225
4356;12;182;0.297809
4357;13;182;0.196653
4358;14;182;1.0251465
4359;15;182;0.59951775
4360;16;182;0.198148
4361;17;182;0.3198135
4362;18;182;0.1892905
4363;19;182;0.37360325
4364;20;182;0.29049875
4365;21;182;1.114653
4366;22;182;0.98469725
4367;23;182;0.34153875
4368;24;182;0.20472225
