hour_of_the_year;hour_of_the_day;day;electricity_consumption
3073;1;129;0.35617175
3074;2;129;0.287392
3075;3;129;0.287346
3076;4;129;0.278625
3077;5;129;0.26481675
3078;6;129;0.28707675
3079;7;129;0.29232875
3080;8;129;0.29068
3081;9;129;0.279575
3082;10;129;0.27429225
3083;11;129;0.283546
3084;12;129;0.28291125
3085;13;129;0.849287
3086;14;129;0.27239175
3087;15;129;0.2576075
3088;16;129;0.27778675
3089;17;129;0.5673115
3090;18;129;0.722199
3091;19;129;1.024145
3092;20;129;0.910491
3093;21;129;0.608099
3094;22;129;0.4310975
3095;23;129;0.43713425
3096;24;129;0.4376795
