hour_of_the_year;hour_of_the_day;day;electricity_consumption
8377;1;350;0.29201775
8378;2;350;0.28105775
8379;3;350;0.28196775
8380;4;350;0.28903225
8381;5;350;0.2969205
8382;6;350;0.293998
8383;7;350;0.31048625
8384;8;350;0.39371775
8385;9;350;0.35181875
8386;10;350;0.4852715
8387;11;350;0.35273675
8388;12;350;0.31370975
8389;13;350;0.31081625
8390;14;350;0.6503265
8391;15;350;0.78214125
8392;16;350;0.36297025
8393;17;350;0.28835175
8394;18;350;0.358345
8395;19;350;0.48654625
8396;20;350;0.5327005
8397;21;350;0.88383625
8398;22;350;0.81750925
8399;23;350;0.6530085
8400;24;350;0.42848725
