hour_of_the_year;hour_of_the_day;day;electricity_consumption
721;1;31;0.4958975
722;2;31;0.30322
723;3;31;0.2907495
724;4;31;0.286893
725;5;31;0.2800295
726;6;31;0.32645125
727;7;31;0.415147
728;8;31;0.42964775
729;9;31;0.843539
730;10;31;0.26936175
731;11;31;0.31253475
732;12;31;0.43677625
733;13;31;0.57053725
734;14;31;1.262775
735;15;31;1.44409825
736;16;31;0.91757275
737;17;31;1.365782
738;18;31;0.668717
739;19;31;1.145288
740;20;31;0.49871375
741;21;31;0.589315
742;22;31;1.773378
743;23;31;1.1569295
744;24;31;0.86636
