hour_of_the_year;hour_of_the_day;day;electricity_consumption
7153;1;299;0.1942425
7154;2;299;0.19450075
7155;3;299;0.196225
7156;4;299;0.19621425
7157;5;299;0.24847175
7158;6;299;0.2958955
7159;7;299;0.43864525
7160;8;299;0.23259875
7161;9;299;0.183502
7162;10;299;0.1981165
7163;11;299;0.19400875
7164;12;299;0.89462775
7165;13;299;1.0102925
7166;14;299;0.309157
7167;15;299;0.39300075
7168;16;299;0.6197095
7169;17;299;0.47393
7170;18;299;0.8312125
7171;19;299;0.88362625
7172;20;299;0.615803
7173;21;299;0.475533
7174;22;299;0.33494225
7175;23;299;0.32661125
7176;24;299;0.23319875
