hour_of_the_year;hour_of_the_day;day;electricity_consumption
3361;1;141;0.19468875
3362;2;141;0.19583325
3363;3;141;0.1928645
3364;4;141;0.1785415
3365;5;141;0.1849745
3366;6;141;0.19152675
3367;7;141;0.17617475
3368;8;141;0.17019275
3369;9;141;0.19836175
3370;10;141;0.193993
3371;11;141;0.195194
3372;12;141;0.1980165
3373;13;141;0.541904
3374;14;141;0.61851775
3375;15;141;0.94211075
3376;16;141;0.15709625
3377;17;141;0.1709495
3378;18;141;0.220811
3379;19;141;0.266935
3380;20;141;0.55884325
3381;21;141;1.22771575
3382;22;141;1.2042325
3383;23;141;0.5627145
3384;24;141;0.55590525
