hour_of_the_year;hour_of_the_day;day;electricity_consumption
337;1;15;0.885324
338;2;15;0.5556175
339;3;15;0.29248875
340;4;15;0.2916155
341;5;15;0.2947995
342;6;15;0.29494
343;7;15;0.28531225
344;8;15;0.353194
345;9;15;0.27195225
346;10;15;0.283007
347;11;15;0.30813525
348;12;15;0.4914905
349;13;15;0.35163975
350;14;15;0.64391225
351;15;15;0.36856925
352;16;15;0.301677
353;17;15;0.452393
354;18;15;0.53291425
355;19;15;1.051774
356;20;15;0.45712875
357;21;15;0.48013425
358;22;15;0.65459675
359;23;15;0.55090225
360;24;15;0.421548
