hour_of_the_year;hour_of_the_day;day;electricity_consumption
7849;1;328;0.32144325
7850;2;328;0.28949525
7851;3;328;0.2653495
7852;4;328;0.26674325
7853;5;328;0.300876
7854;6;328;0.39257875
7855;7;328;0.3678615
7856;8;328;1.3284105
7857;9;328;0.516079
7858;10;328;0.41141075
7859;11;328;0.4071065
7860;12;328;0.40544525
7861;13;328;0.757964
7862;14;328;0.8240195
7863;15;328;0.60508125
7864;16;328;0.59425075
7865;17;328;1.06923725
7866;18;328;1.688778
7867;19;328;2.59569925
7868;20;328;2.06534525
7869;21;328;0.7786015
7870;22;328;0.546659
7871;23;328;0.39811825
7872;24;328;0.37181125
