hour_of_the_year;hour_of_the_day;day;electricity_consumption
3865;1;162;0.340137
3866;2;162;0.282251
3867;3;162;0.28711875
3868;4;162;0.28768925
3869;5;162;0.30845925
3870;6;162;0.25952675
3871;7;162;0.2718215
3872;8;162;0.271114
3873;9;162;0.27820925
3874;10;162;0.27195475
3875;11;162;0.40243975
3876;12;162;0.29318225
3877;13;162;0.2977115
3878;14;162;0.92505275
3879;15;162;0.53510975
3880;16;162;0.46662275
3881;17;162;0.3822905
3882;18;162;0.503902
3883;19;162;0.3845625
3884;20;162;0.45757825
3885;21;162;0.74111575
3886;22;162;0.73915575
3887;23;162;0.7056845
3888;24;162;0.40065025
