hour_of_the_year;hour_of_the_day;day;electricity_consumption
6097;1;255;0.1982865
6098;2;255;0.1963895
6099;3;255;0.19657675
6100;4;255;0.19730825
6101;5;255;0.1975125
6102;6;255;0.199426
6103;7;255;0.25542675
6104;8;255;0.1829765
6105;9;255;0.17963275
6106;10;255;0.20829075
6107;11;255;0.193364
6108;12;255;0.193742
6109;13;255;0.1952775
6110;14;255;0.78634375
6111;15;255;0.9942385
6112;16;255;0.28559125
6113;17;255;0.56893025
6114;18;255;0.42907025
6115;19;255;0.38108825
6116;20;255;0.7129995
6117;21;255;0.44914925
6118;22;255;0.2651895
6119;23;255;0.96771
6120;24;255;0.75398925
