hour_of_the_year;hour_of_the_day;day;electricity_consumption
3457;1;145;0.16983975
3458;2;145;0.1958535
3459;3;145;0.19259625
3460;4;145;0.19531075
3461;5;145;0.1961295
3462;6;145;0.20257325
3463;7;145;0.2186345
3464;8;145;0.307136
3465;9;145;0.198717
3466;10;145;0.40618975
3467;11;145;0.37139325
3468;12;145;1.25188225
3469;13;145;0.76537775
3470;14;145;0.32907775
3471;15;145;0.44285575
3472;16;145;1.366303
3473;17;145;0.48490425
3474;18;145;0.50894525
3475;19;145;0.63409025
3476;20;145;0.524991
3477;21;145;0.48258575
3478;22;145;0.69336375
3479;23;145;0.4430805
3480;24;145;0.4063395
