hour_of_the_year;hour_of_the_day;day;electricity_consumption
5185;1;217;0.18285775
5186;2;217;0.179513
5187;3;217;0.18233225
5188;4;217;0.1955415
5189;5;217;0.195269
5190;6;217;0.20700025
5191;7;217;0.20648
5192;8;217;0.19703175
5193;9;217;0.206594
5194;10;217;0.167227
5195;11;217;0.17497575
5196;12;217;0.33170975
5197;13;217;0.219689
5198;14;217;0.319572
5199;15;217;0.42222975
5200;16;217;0.28587925
5201;17;217;0.1931305
5202;18;217;0.24717525
5203;19;217;1.0044705
5204;20;217;0.39611775
5205;21;217;0.57723275
5206;22;217;0.592987
5207;23;217;0.44659475
5208;24;217;0.27595975
