hour_of_the_year;hour_of_the_day;day;electricity_consumption
7057;1;295;0.40646175
7058;2;295;0.362945
7059;3;295;0.273184
7060;4;295;0.28398425
7061;5;295;0.2763235
7062;6;295;0.36760075
7063;7;295;0.285582
7064;8;295;0.38739725
7065;9;295;0.72829125
7066;10;295;0.42422
7067;11;295;0.507826
7068;12;295;1.40576825
7069;13;295;0.49871325
7070;14;295;0.4735825
7071;15;295;0.9807605
7072;16;295;0.58484925
7073;17;295;1.05715975
7074;18;295;0.5312865
7075;19;295;0.86524575
7076;20;295;0.490332
7077;21;295;0.8401375
7078;22;295;0.85367825
7079;23;295;0.82110275
7080;24;295;0.490589
