hour_of_the_year;hour_of_the_day;day;electricity_consumption
2281;1;96;0.2725165
2282;2;96;0.280956
2283;3;96;0.29111525
2284;4;96;0.29106525
2285;5;96;0.2905695
2286;6;96;0.3612925
2287;7;96;0.447267
2288;8;96;0.3006865
2289;9;96;0.28350475
2290;10;96;0.2534665
2291;11;96;0.515223
2292;12;96;0.2808665
2293;13;96;1.0942235
2294;14;96;1.49940075
2295;15;96;0.369863
2296;16;96;0.48017825
2297;17;96;0.837626
2298;18;96;0.52353
2299;19;96;0.9234895
2300;20;96;0.5309765
2301;21;96;0.69973975
2302;22;96;0.828441
2303;23;96;0.677603
2304;24;96;0.52665
