hour_of_the_year;hour_of_the_day;day;electricity_consumption
2353;1;99;0.275446
2354;2;99;0.265497
2355;3;99;0.29873275
2356;4;99;0.293519
2357;5;99;0.287107
2358;6;99;0.26915075
2359;7;99;0.2850285
2360;8;99;0.27253675
2361;9;99;0.267972
2362;10;99;0.44780075
2363;11;99;0.45585875
2364;12;99;0.28796925
2365;13;99;0.28974175
2366;14;99;0.4826135
2367;15;99;0.36175175
2368;16;99;0.515024
2369;17;99;0.58568875
2370;18;99;0.73712075
2371;19;99;0.67531625
2372;20;99;0.6315885
2373;21;99;0.73967975
2374;22;99;0.4721855
2375;23;99;0.39322025
2376;24;99;0.2797965
