hour_of_the_year;hour_of_the_day;day;electricity_consumption
6385;1;267;0.19635075
6386;2;267;0.1972345
6387;3;267;0.1943305
6388;4;267;0.1759
6389;5;267;0.17412725
6390;6;267;0.17256075
6391;7;267;0.21077775
6392;8;267;0.185718
6393;9;267;0.4471635
6394;10;267;0.43714675
6395;11;267;0.49112025
6396;12;267;0.6598925
6397;13;267;0.41942725
6398;14;267;0.9059125
6399;15;267;0.1683095
6400;16;267;0.171713
6401;17;267;0.193027
6402;18;267;0.274948
6403;19;267;0.436693
6404;20;267;0.406338
6405;21;267;0.984316
6406;22;267;0.3550485
6407;23;267;0.2697775
6408;24;267;0.241922
