hour_of_the_year;hour_of_the_day;day;electricity_consumption
3913;1;164;0.19881475
3914;2;164;0.19239725
3915;3;164;0.1969485
3916;4;164;0.19749925
3917;5;164;0.194455
3918;6;164;0.1780105
3919;7;164;0.15751625
3920;8;164;0.180085
3921;9;164;0.18244375
3922;10;164;0.19028675
3923;11;164;0.41462975
3924;12;164;0.73299175
3925;13;164;0.23763425
3926;14;164;0.2255195
3927;15;164;0.2624075
3928;16;164;0.3852345
3929;17;164;0.414125
3930;18;164;0.53728425
3931;19;164;0.26400575
3932;20;164;0.25112825
3933;21;164;0.464434
3934;22;164;0.57569125
3935;23;164;0.35607675
3936;24;164;0.20171775
