hour_of_the_year;hour_of_the_day;day;electricity_consumption
3193;1;134;0.194781
3194;2;134;0.1930485
3195;3;134;0.1973415
3196;4;134;0.2012385
3197;5;134;0.19639075
3198;6;134;0.17689825
3199;7;134;0.183914
3200;8;134;0.18377175
3201;9;134;1.005033
3202;10;134;0.432722
3203;11;134;0.4028955
3204;12;134;0.20024925
3205;13;134;0.4273375
3206;14;134;0.88601525
3207;15;134;0.3035435
3208;16;134;0.52157125
3209;17;134;0.17432925
3210;18;134;0.1784615
3211;19;134;0.18827075
3212;20;134;1.512835
3213;21;134;0.68248375
3214;22;134;0.32831825
3215;23;134;0.37029175
3216;24;134;0.2686865
