hour_of_the_year;hour_of_the_day;day;electricity_consumption
7513;1;314;0.29223875
7514;2;314;0.291069
7515;3;314;0.262991
7516;4;314;0.2769695
7517;5;314;0.27740475
7518;6;314;0.29065475
7519;7;314;0.395992
7520;8;314;0.33689025
7521;9;314;0.29539075
7522;10;314;0.2888565
7523;11;314;0.28600425
7524;12;314;0.3242725
7525;13;314;0.52668725
7526;14;314;0.5515645
7527;15;314;0.5033525
7528;16;314;0.48786125
7529;17;314;0.55172875
7530;18;314;0.554169
7531;19;314;0.971033
7532;20;314;0.77533225
7533;21;314;0.7175405
7534;22;314;0.61332625
7535;23;314;0.50711125
7536;24;314;0.484744
