hour_of_the_year;hour_of_the_day;day;electricity_consumption
1321;1;56;0.28749325
1322;2;56;0.26338525
1323;3;56;0.2763165
1324;4;56;0.41915775
1325;5;56;0.498348
1326;6;56;0.5413295
1327;7;56;0.610744
1328;8;56;0.6395975
1329;9;56;0.60132525
1330;10;56;0.51270725
1331;11;56;0.50607675
1332;12;56;0.47395875
1333;13;56;0.49868
1334;14;56;0.4915305
1335;15;56;0.5097545
1336;16;56;0.56956225
1337;17;56;0.610961
1338;18;56;0.536049
1339;19;56;1.2357215
1340;20;56;1.51309775
1341;21;56;0.97819675
1342;22;56;0.88746125
1343;23;56;0.6970775
1344;24;56;0.61720425
