hour_of_the_year;hour_of_the_day;day;electricity_consumption
1177;1;50;0.40944625
1178;2;50;0.36246725
1179;3;50;0.32712325
1180;4;50;0.27622525
1181;5;50;0.28979775
1182;6;50;0.28094075
1183;7;50;0.28474025
1184;8;50;0.28295075
1185;9;50;0.48796875
1186;10;50;0.92349875
1187;11;50;0.3301265
1188;12;50;0.38563825
1189;13;50;0.53286025
1190;14;50;0.79404625
1191;15;50;1.16577925
1192;16;50;0.620073
1193;17;50;0.4407235
1194;18;50;0.943302
1195;19;50;0.466166
1196;20;50;0.87059925
1197;21;50;1.2018775
1198;22;50;0.70143125
1199;23;50;0.69824575
1200;24;50;0.62184175
