hour_of_the_year;hour_of_the_day;day;electricity_consumption
2785;1;117;0.29323975
2786;2;117;0.18254625
2787;3;117;0.17151025
2788;4;117;0.17921725
2789;5;117;0.1948835
2790;6;117;0.297298
2791;7;117;0.24808275
2792;8;117;0.1984085
2793;9;117;0.187071
2794;10;117;0.1623895
2795;11;117;0.176327
2796;12;117;0.190812
2797;13;117;0.6628805
2798;14;117;0.60759575
2799;15;117;0.26219225
2800;16;117;0.1990895
2801;17;117;0.21933175
2802;18;117;0.97850275
2803;19;117;1.87686175
2804;20;117;0.9957605
2805;21;117;0.541089
2806;22;117;0.55819275
2807;23;117;0.564795
2808;24;117;0.5536055
