hour_of_the_year;hour_of_the_day;day;electricity_consumption
5401;1;226;0.45156775
5402;2;226;0.4005395
5403;3;226;0.26013025
5404;4;226;0.19786975
5405;5;226;0.195212
5406;6;226;0.282887
5407;7;226;0.2535545
5408;8;226;0.348034
5409;9;226;0.37849725
5410;10;226;0.2859605
5411;11;226;0.99751725
5412;12;226;0.83956725
5413;13;226;0.20619175
5414;14;226;0.18290725
5415;15;226;0.41099225
5416;16;226;0.42370725
5417;17;226;0.31899675
5418;18;226;0.3481885
5419;19;226;0.25476025
5420;20;226;0.32506975
5421;21;226;0.485932
5422;22;226;0.598701
5423;23;226;0.56710725
5424;24;226;0.42564575
