hour_of_the_year;hour_of_the_day;day;electricity_consumption
769;1;33;0.24446025
770;2;33;0.25979
771;3;33;0.2809665
772;4;33;0.3487955
773;5;33;0.27933075
774;6;33;0.27709525
775;7;33;0.39541825
776;8;33;0.3922495
777;9;33;0.278318
778;10;33;0.28554825
779;11;33;0.27771375
780;12;33;0.2717
781;13;33;0.2726535
782;14;33;1.09851075
783;15;33;0.294358
784;16;33;0.29155
785;17;33;0.30060825
786;18;33;0.93085425
787;19;33;0.69579975
788;20;33;0.58934925
789;21;33;0.79472225
790;22;33;0.30624225
791;23;33;0.2835795
792;24;33;0.368761
