hour_of_the_year;hour_of_the_day;day;electricity_consumption
313;1;14;0.41822775
314;2;14;0.3878575
315;3;14;0.269551
316;4;14;0.28263075
317;5;14;0.28780925
318;6;14;0.5567385
319;7;14;0.7706035
320;8;14;0.438657
321;9;14;0.444801
322;10;14;0.4153035
323;11;14;0.29369325
324;12;14;0.317933
325;13;14;0.349273
326;14;14;0.93073375
327;15;14;0.55889925
328;16;14;0.77343875
329;17;14;0.5869685
330;18;14;0.62519825
331;19;14;0.624055
332;20;14;0.61537
333;21;14;1.04013525
334;22;14;0.47624125
335;23;14;0.756061
336;24;14;1.67833525
