hour_of_the_year;hour_of_the_day;day;electricity_consumption
1057;1;45;0.255849
1058;2;45;0.28808275
1059;3;45;0.289562
1060;4;45;0.2918295
1061;5;45;0.29002
1062;6;45;0.3680685
1063;7;45;0.33921075
1064;8;45;0.37615225
1065;9;45;0.5750375
1066;10;45;0.32056825
1067;11;45;0.91616175
1068;12;45;0.52990225
1069;13;45;0.2707575
1070;14;45;0.34350125
1071;15;45;0.976179
1072;16;45;0.42347375
1073;17;45;0.87805075
1074;18;45;0.55031575
1075;19;45;1.31488375
1076;20;45;1.504937
1077;21;45;0.6001
1078;22;45;0.67221075
1079;23;45;0.6694195
1080;24;45;0.6207465
