hour_of_the_year;hour_of_the_day;day;electricity_consumption
1681;1;71;0.54004675
1682;2;71;0.41264
1683;3;71;0.30659725
1684;4;71;0.293156
1685;5;71;0.2912975
1686;6;71;0.2932595
1687;7;71;0.30689575
1688;8;71;0.3507815
1689;9;71;0.3047085
1690;10;71;1.094679
1691;11;71;1.16799225
1692;12;71;0.5084325
1693;13;71;0.9942975
1694;14;71;0.2948195
1695;15;71;0.2939395
1696;16;71;0.8813755
1697;17;71;1.60040375
1698;18;71;0.57122525
1699;19;71;1.56899475
1700;20;71;1.61337875
1701;21;71;1.35757525
1702;22;71;0.58425475
1703;23;71;0.55531975
1704;24;71;0.45060725
