hour_of_the_year;hour_of_the_day;day;electricity_consumption
4825;1;202;0.29426725
4826;2;202;0.22116575
4827;3;202;0.18082875
4828;4;202;0.16863425
4829;5;202;0.17762625
4830;6;202;0.22021325
4831;7;202;0.395895
4832;8;202;0.197326
4833;9;202;0.19468525
4834;10;202;0.28177525
4835;11;202;0.2038995
4836;12;202;0.213286
4837;13;202;0.202608
4838;14;202;0.19214875
4839;15;202;0.1848395
4840;16;202;0.1745215
4841;17;202;0.575348
4842;18;202;0.44357175
4843;19;202;0.82480425
4844;20;202;0.52709225
4845;21;202;0.97629075
4846;22;202;0.4601885
4847;23;202;0.47583875
4848;24;202;0.18799375
