hour_of_the_year;hour_of_the_day;day;electricity_consumption
457;1;20;0.37448225
458;2;20;0.30965425
459;3;20;0.289865
460;4;20;0.29054625
461;5;20;0.285664
462;6;20;0.89403325
463;7;20;0.423371
464;8;20;0.37841375
465;9;20;0.28796475
466;10;20;0.2930165
467;11;20;0.291612
468;12;20;0.3537285
469;13;20;0.28262625
470;14;20;0.2793865
471;15;20;0.32963875
472;16;20;0.86802175
473;17;20;0.284267
474;18;20;0.3162245
475;19;20;1.00216075
476;20;20;1.0390135
477;21;20;0.560354
478;22;20;1.106467
479;23;20;0.744343
480;24;20;0.499021
