hour_of_the_year;hour_of_the_day;day;electricity_consumption
217;1;10;0.4040295
218;2;10;0.35371775
219;3;10;0.29988825
220;4;10;0.29569675
221;5;10;0.2933235
222;6;10;0.30506675
223;7;10;0.3489615
224;8;10;0.32783575
225;9;10;0.3742475
226;10;10;0.41971825
227;11;10;0.6288315
228;12;10;0.4061475
229;13;10;0.91516725
230;14;10;1.02788425
231;15;10;0.5230555
232;16;10;0.776079
233;17;10;0.73361575
234;18;10;0.3776755
235;19;10;0.38978425
236;20;10;0.8374915
237;21;10;0.38113125
238;22;10;0.5606145
239;23;10;0.579398
240;24;10;0.44240575
