hour_of_the_year;hour_of_the_day;day;electricity_consumption
1921;1;81;0.44093775
1922;2;81;0.2943355
1923;3;81;0.3528545
1924;4;81;0.33690825
1925;5;81;0.25858225
1926;6;81;0.3155305
1927;7;81;0.330422
1928;8;81;0.31036275
1929;9;81;0.29113425
1930;10;81;0.705411
1931;11;81;0.51571825
1932;12;81;0.5023965
1933;13;81;0.59265025
1934;14;81;0.9025975
1935;15;81;1.61235925
1936;16;81;1.54011325
1937;17;81;0.63024425
1938;18;81;0.50370825
1939;19;81;0.5239995
1940;20;81;0.62057825
1941;21;81;0.75341025
1942;22;81;0.7859995
1943;23;81;0.88202575
1944;24;81;0.39641175
