hour_of_the_year;hour_of_the_day;day;electricity_consumption
1441;1;61;0.2819055
1442;2;61;0.2841925
1443;3;61;0.29584475
1444;4;61;0.291477
1445;5;61;0.2942015
1446;6;61;0.2940575
1447;7;61;0.42880875
1448;8;61;0.4219165
1449;9;61;0.3773545
1450;10;61;0.28780175
1451;11;61;0.27499825
1452;12;61;0.61941725
1453;13;61;0.883988
1454;14;61;0.50029375
1455;15;61;0.5283835
1456;16;61;0.435721
1457;17;61;0.493069
1458;18;61;0.61739825
1459;19;61;1.071261
1460;20;61;0.624349
1461;21;61;0.87330075
1462;22;61;0.61259325
1463;23;61;0.4768725
1464;24;61;0.4471955
