hour_of_the_year;hour_of_the_day;day;electricity_consumption
8521;1;356;0.2850295
8522;2;356;0.26337925
8523;3;356;0.27273575
8524;4;356;0.2555385
8525;5;356;0.26522825
8526;6;356;0.283007
8527;7;356;0.3258525
8528;8;356;0.31071575
8529;9;356;0.517607
8530;10;356;0.39541
8531;11;356;0.2896925
8532;12;356;0.28448625
8533;13;356;0.26806925
8534;14;356;0.243817
8535;15;356;0.28963175
8536;16;356;0.3768945
8537;17;356;0.41705975
8538;18;356;0.6756615
8539;19;356;0.5662815
8540;20;356;0.43588675
8541;21;356;0.57076775
8542;22;356;0.50909
8543;23;356;0.9968065
8544;24;356;0.33401875
