hour_of_the_year;hour_of_the_day;day;electricity_consumption
553;1;24;0.330323
554;2;24;0.28553375
555;3;24;0.28931175
556;4;24;0.291818
557;5;24;0.28705875
558;6;24;0.34301375
559;7;24;0.611508
560;8;24;0.62451625
561;9;24;0.9092695
562;10;24;1.09603075
563;11;24;1.063597
564;12;24;0.804519
565;13;24;1.2409945
566;14;24;0.42537825
567;15;24;0.9880405
568;16;24;1.1023485
569;17;24;0.429526
570;18;24;0.41104825
571;19;24;0.4704295
572;20;24;1.0126445
573;21;24;1.2110175
574;22;24;0.9787205
575;23;24;0.459917
576;24;24;0.347293
