hour_of_the_year;hour_of_the_day;day;electricity_consumption
2977;1;125;0.5352255
2978;2;125;0.46159675
2979;3;125;0.22320075
2980;4;125;0.179295
2981;5;125;0.19849125
2982;6;125;0.1868985
2983;7;125;0.270841
2984;8;125;0.1791565
2985;9;125;0.19733825
2986;10;125;0.19454675
2987;11;125;0.19587325
2988;12;125;0.310046
2989;13;125;0.36942525
2990;14;125;0.198363
2991;15;125;0.1750335
2992;16;125;0.18871675
2993;17;125;0.28666625
2994;18;125;0.43539425
2995;19;125;0.355394
2996;20;125;1.0868955
2997;21;125;0.503255
2998;22;125;0.4072215
2999;23;125;0.3022335
3000;24;125;0.1914435
