hour_of_the_year;hour_of_the_day;day;electricity_consumption
5977;1;250;0.27023825
5978;2;250;0.2887755
5979;3;250;0.42020325
5980;4;250;0.272497
5981;5;250;0.194808
5982;6;250;0.86800425
5983;7;250;0.30648
5984;8;250;0.16535075
5985;9;250;0.187306
5986;10;250;0.30947675
5987;11;250;0.31301675
5988;12;250;0.199417
5989;13;250;0.20526275
5990;14;250;0.2176695
5991;15;250;0.3154645
5992;16;250;0.5117135
5993;17;250;0.4719485
5994;18;250;0.75678
5995;19;250;0.456481
5996;20;250;0.47246775
5997;21;250;0.510373
5998;22;250;0.42988325
5999;23;250;0.3668405
6000;24;250;0.3405
