hour_of_the_year;hour_of_the_day;day;electricity_consumption
4585;1;192;0.21309075
4586;2;192;0.19580975
4587;3;192;0.196048
4588;4;192;0.19576075
4589;5;192;0.19268925
4590;6;192;0.19268525
4591;7;192;0.19456
4592;8;192;0.2342805
4593;9;192;0.29717025
4594;10;192;0.1963495
4595;11;192;0.19672075
4596;12;192;0.183311
4597;13;192;0.6887255
4598;14;192;0.777707
4599;15;192;1.43859725
4600;16;192;0.8875185
4601;17;192;0.4668455
4602;18;192;1.29172275
4603;19;192;1.14375275
4604;20;192;0.876425
4605;21;192;0.36611625
4606;22;192;1.65029225
4607;23;192;1.10705575
4608;24;192;0.54392625
