hour_of_the_year;hour_of_the_day;day;electricity_consumption
6025;1;252;0.184959
6026;2;252;0.19662575
6027;3;252;0.185845
6028;4;252;0.17828025
6029;5;252;0.2224475
6030;6;252;0.310845
6031;7;252;0.66548125
6032;8;252;0.38594975
6033;9;252;0.25156675
6034;10;252;0.4031815
6035;11;252;0.30011575
6036;12;252;0.416126
6037;13;252;0.39790625
6038;14;252;0.27044525
6039;15;252;0.208511
6040;16;252;0.235786
6041;17;252;0.42667475
6042;18;252;0.29410425
6043;19;252;0.7558735
6044;20;252;0.38356425
6045;21;252;0.4491585
6046;22;252;0.3321195
6047;23;252;0.244005
6048;24;252;0.27137875
