hour_of_the_year;hour_of_the_day;day;electricity_consumption
5281;1;221;0.1947155
5282;2;221;0.1925925
5283;3;221;0.147271
5284;4;221;0.178286
5285;5;221;0.18714275
5286;6;221;0.196535
5287;7;221;0.1963805
5288;8;221;0.32479475
5289;9;221;0.36113275
5290;10;221;0.42771675
5291;11;221;0.26828
5292;12;221;0.60433675
5293;13;221;0.36477325
5294;14;221;0.1902855
5295;15;221;0.18837075
5296;16;221;0.21022425
5297;17;221;0.264515
5298;18;221;0.87491
5299;19;221;0.615926
5300;20;221;0.63541175
5301;21;221;0.3700795
5302;22;221;0.63996025
5303;23;221;0.5148175
5304;24;221;0.28061675
