hour_of_the_year;hour_of_the_day;day;electricity_consumption
3697;1;155;0.19475825
3698;2;155;0.17995175
3699;3;155;0.18489625
3700;4;155;0.19370025
3701;5;155;0.1971465
3702;6;155;0.1830645
3703;7;155;0.16956075
3704;8;155;0.285289
3705;9;155;0.20878675
3706;10;155;0.1999135
3707;11;155;0.192802
3708;12;155;0.18421425
3709;13;155;0.192915
3710;14;155;0.889472
3711;15;155;0.84649425
3712;16;155;1.321737
3713;17;155;0.83099725
3714;18;155;0.1945425
3715;19;155;0.2105895
3716;20;155;0.795565
3717;21;155;1.04107025
3718;22;155;1.07859975
3719;23;155;0.529626
3720;24;155;0.24373075
