hour_of_the_year;hour_of_the_day;day;electricity_consumption
7225;1;302;0.27396175
7226;2;302;0.27381525
7227;3;302;0.2988935
7228;4;302;0.27916625
7229;5;302;0.26069
7230;6;302;0.286608
7231;7;302;0.2860215
7232;8;302;0.3336215
7233;9;302;0.29267525
7234;10;302;0.289365
7235;11;302;0.29246825
7236;12;302;0.28730675
7237;13;302;0.28379975
7238;14;302;1.18709625
7239;15;302;0.45452925
7240;16;302;0.25843925
7241;17;302;0.33415475
7242;18;302;0.40334875
7243;19;302;0.417842
7244;20;302;1.54618825
7245;21;302;0.5447495
7246;22;302;0.36252575
7247;23;302;0.274151
7248;24;302;0.25832075
