hour_of_the_year;hour_of_the_day;day;electricity_consumption
4753;1;199;0.196531
4754;2;199;0.196288
4755;3;199;0.195501
4756;4;199;0.19312325
4757;5;199;0.19653725
4758;6;199;0.19782775
4759;7;199;0.18053325
4760;8;199;0.18178325
4761;9;199;0.189466
4762;10;199;0.475704
4763;11;199;0.69598375
4764;12;199;0.18449425
4765;13;199;1.132486
4766;14;199;1.8637065
4767;15;199;1.10375775
4768;16;199;0.19229775
4769;17;199;0.18964775
4770;18;199;0.16819075
4771;19;199;0.27954775
4772;20;199;0.52264375
4773;21;199;1.15733875
4774;22;199;0.61335525
4775;23;199;0.30128025
4776;24;199;0.3735445
