hour_of_the_year;hour_of_the_day;day;electricity_consumption
2689;1;113;0.49472625
2690;2;113;0.34257
2691;3;113;0.291055
2692;4;113;0.2913315
2693;5;113;0.2847055
2694;6;113;0.272818
2695;7;113;0.2765175
2696;8;113;0.26114575
2697;9;113;0.94295775
2698;10;113;0.9298565
2699;11;113;0.26488175
2700;12;113;0.281554
2701;13;113;0.462741
2702;14;113;0.3228575
2703;15;113;0.2920165
2704;16;113;0.269466
2705;17;113;0.2667795
2706;18;113;0.25883325
2707;19;113;0.3046625
2708;20;113;1.6619175
2709;21;113;0.69543325
2710;22;113;0.6673015
2711;23;113;0.47137925
2712;24;113;0.4548965
